state_newspaper,newspaper,member,year,newspaper_bias,n_endorsements
FL,FORT MYERS NEWS PRESS,107500,1986,.0158800430601942,1
FL,FORT MYERS NEWS PRESS,107500,1988,-.1178285664434386,2
FL,GAINESVILLE SUN,107650,1966,.467956421722984,1
FL,GAINESVILLE SUN,107650,1974,.638222198217271,2
FL,GAINESVILLE SUN,107650,1986,.8936208629587019,3
FL,GAINESVILLE SUN,107650,1988,.9361873070822737,2
FL,GAINESVILLE SUN,107650,2000,1.191585971823704,1
FL,GAINESVILLE SUN,107650,2004,1.276718860070848,2
FL,GAINESVILLE SUN,107650,2006,1.31928530419442,4
FL,GAINESVILLE SUN,107650,2008,1.361851748317991,1
FL,JACKSONVILLE FLORIDA TIMES UNION,107750,1952,.7568642941759722,1
FL,JACKSONVILLE FLORIDA TIMES UNION,107750,1970,.0339998358308676,3
FL,JACKSONVILLE FLORIDA TIMES UNION,107750,1974,-.1266367104680448,2
FL,JACKSONVILLE FLORIDA TIMES UNION,107750,1980,-.367591529916413,1
FL,JACKSONVILLE FLORIDA TIMES UNION,107750,1982,-.447909803065869,2
FL,JACKSONVILLE FLORIDA TIMES UNION,107750,1984,-.5282280762153251,1
FL,JACKSONVILLE FLORIDA TIMES UNION,107750,1986,-.6085463493647812,2
FL,JACKSONVILLE FLORIDA TIMES UNION,107750,1988,-.6888646225142373,2
FL,JACKSONVILLE FLORIDA TIMES UNION,107750,1992,-.8495011688131494,1
FL,JACKSONVILLE FLORIDA TIMES UNION,107750,1996,-1.010137715112062,3
FL,JACKSONVILLE FLORIDA TIMES UNION,107750,1998,-1.090455988261518,1
FL,JACKSONVILLE FLORIDA TIMES UNION,107750,2000,-1.170774261410974,4
FL,JACKSONVILLE FLORIDA TIMES UNION,107750,2002,-1.25109253456043,3
FL,JACKSONVILLE FLORIDA TIMES UNION,107750,2004,-1.331410807709886,3
FL,JACKSONVILLE FLORIDA TIMES UNION,107750,2006,-1.411729080859342,6
FL,JACKSONVILLE FLORIDA TIMES UNION,107750,2016,-1.813320446606623,1
FL,MIAMI HERALD,108051,1952,.7229222262415855,1
FL,MIAMI HERALD,108051,1956,.7247411973332382,1
FL,MIAMI HERALD,108051,1960,.7265601684248908,4
FL,MIAMI HERALD,108051,1962,.7274696539707169,5
FL,MIAMI HERALD,108051,1964,.728379139516543,5
FL,MIAMI HERALD,108051,1966,.7292886250623696,24
FL,MIAMI HERALD,108051,1968,.7301981106081956,12
FL,MIAMI HERALD,108051,1970,.7311075961540218,12
FL,MIAMI HERALD,108051,1972,.7320170816998482,1
FL,MIAMI HERALD,108051,1974,.7329265672456743,10
FL,MIAMI HERALD,108051,1976,.7338360527915004,6
FL,MIAMI HERALD,108051,1978,.7347455383373269,21
FL,MIAMI HERALD,108051,1980,.7356550238831531,6
FL,MIAMI HERALD,108051,1982,.7365645094289796,10
FL,MIAMI HERALD,108051,1984,.7374739949748057,2
FL,MIAMI HERALD,108051,1986,.7383834805206317,12
FL,MIAMI HERALD,108051,1988,.7392929660664583,10
FL,MIAMI HERALD,108051,1990,.7402024516122844,8
FL,MIAMI HERALD,108051,1992,.7411119371581105,5
FL,MIAMI HERALD,108051,1994,.742021422703937,11
FL,MIAMI HERALD,108051,1996,.7429309082497632,4
FL,MIAMI HERALD,108051,1998,.7438403937955892,7
FL,MIAMI HERALD,108051,2000,.7447498793414158,7
FL,MIAMI HERALD,108051,2002,.7456593648872418,5
FL,MIAMI HERALD,108051,2004,.7465688504330679,1
FL,MIAMI HERALD,108051,2006,.7474783359788945,4
FL,MIAMI HERALD,108051,2008,.7483878215247205,6
FL,MIAMI HERALD,108051,2010,.7492973070705466,6
FL,MIAMI HERALD,108051,2012,.7502067926163731,7
FL,MIAMI HERALD,108051,2014,.7511162781621993,7
FL,MIAMI HERALD,108051,2016,.7520257637080253,5
FL,MIAMI HERALD,108051,2018,.7529352492538519,6
FL,MIAMI HERALD,108051,2020,.753844734799678,3
FL,MIAMI NEWS,108052,1952,1.718649366348689,1
FL,MIAMI NEWS,108052,1956,1.618625823120319,1
FL,MIAMI NEWS,108052,1960,1.518602279891948,1
FL,MIAMI NEWS,108052,1962,1.468590508277763,3
FL,MIAMI NEWS,108052,1964,1.418578736663578,5
FL,MIAMI NEWS,108052,1966,1.368566965049393,24
FL,MIAMI NEWS,108052,1968,1.318555193435208,8
FL,MIAMI NEWS,108052,1970,1.268543421821022,14
FL,MIAMI NEWS,108052,1972,1.218531650206837,1
FL,MIAMI NEWS,108052,1974,1.168519878592652,10
FL,MIAMI NEWS,108052,1976,1.118508106978467,7
FL,MIAMI NEWS,108052,1978,1.068496335364281,21
FL,MIAMI NEWS,108052,1980,1.018484563750096,4
FL,MIAMI NEWS,108052,1982,.968472792135911,7
FL,MIAMI NEWS,108052,1984,.9184610205217257,1
FL,MIAMI NEWS,108052,1986,.8684492489075405,10
FL,MIAMI NEWS,108052,1988,.8184374772933553,2
FL,NAPLES DAILY NEWS,108120,1978,-.500648825464971,1
FL,NAPLES DAILY NEWS,108120,1986,-.6128640671653784,1
FL,NAPLES DAILY NEWS,108120,1988,-.6409178775904806,2
FL,NAPLES DAILY NEWS,108120,1998,-.7811869297159897,7
FL,NAPLES DAILY NEWS,108120,2000,-.8092407401410915,8
FL,NAPLES DAILY NEWS,108120,2002,-.8372945505661934,8
FL,NAPLES DAILY NEWS,108120,2004,-.8653483609912952,7
FL,NAPLES DAILY NEWS,108120,2006,-.8934021714163971,4
FL,NAPLES DAILY NEWS,108120,2008,-.921455981841499,1
FL,NAPLES DAILY NEWS,108120,2012,-.9775636026917027,3
FL,NAPLES DAILY NEWS,108120,2014,-1.005617413116805,2
FL,NAPLES DAILY NEWS,108120,2016,-1.033671223541906,2
FL,NAPLES DAILY NEWS,108120,2018,-1.061725033967008,3
FL,ORLANDO SENTINEL,108200,1962,-.3341405719759462,2
FL,ORLANDO SENTINEL,108200,1964,-.2987349847509725,2
FL,ORLANDO SENTINEL,108200,1966,-.2633293975259992,1
FL,ORLANDO SENTINEL,108200,1968,-.2279238103010255,1
FL,ORLANDO SENTINEL,108200,1970,-.1925182230760522,2
FL,ORLANDO SENTINEL,108200,1972,-.1571126358510785,1
FL,ORLANDO SENTINEL,108200,1974,-.1217070486261049,3
FL,ORLANDO SENTINEL,108200,1976,-.0863014614011315,3
FL,ORLANDO SENTINEL,108200,1978,-.0508958741761579,4
FL,ORLANDO SENTINEL,108200,1980,-.0154902869511843,1
FL,ORLANDO SENTINEL,108200,1982,.0199153002737891,5
FL,ORLANDO SENTINEL,108200,1984,.055320887498763,1
FL,ORLANDO SENTINEL,108200,1986,.0907264747237364,7
FL,ORLANDO SENTINEL,108200,1988,.1261320619487097,5
FL,ORLANDO SENTINEL,108200,1990,.1615376491736836,6
FL,ORLANDO SENTINEL,108200,1992,.196943236398657,2
FL,ORLANDO SENTINEL,108200,1994,.2323488236236304,8
FL,ORLANDO SENTINEL,108200,1996,.2677544108486042,4
FL,ORLANDO SENTINEL,108200,1998,.3031599980735776,8
FL,ORLANDO SENTINEL,108200,2000,.338565585298551,5
FL,ORLANDO SENTINEL,108200,2002,.3739711725235249,3
FL,ORLANDO SENTINEL,108200,2004,.4093767597484982,5
FL,ORLANDO SENTINEL,108200,2006,.4447823469734716,7
FL,ORLANDO SENTINEL,108200,2008,.4801879341984455,3
FL,ORLANDO SENTINEL,108200,2010,.5155935214234189,7
FL,ORLANDO SENTINEL,108200,2012,.5509991086483923,1
FL,ORLANDO SENTINEL,108200,2014,.5864046958733661,3
FL,ORLANDO SENTINEL,108200,2016,.6218102830983395,2
FL,ORLANDO SENTINEL,108200,2018,.657215870323313,2
FL,ORLANDO SENTINEL,108200,2020,.6926214575482867,1
FL,PENSACOLA NEWS,108350,1970,.5129498714766658,7
FL,PENSACOLA NEWS,108350,1978,-1.723025117328414,3
FL,PENSACOLA NEWS JOURNAL,108352,1986,-.1134932666027893,1
FL,PENSACOLA NEWS JOURNAL,108352,1988,.0192708100289902,2
FL,PENSACOLA NEWS JOURNAL,108352,1998,.683091193187888,7
FL,PENSACOLA NEWS JOURNAL,108352,2008,1.346911576346786,1
FL,ST PETERSBURG TIMES,108550,1952,.6933614243539042,1
FL,ST PETERSBURG TIMES,108550,1956,.7036545652042339,1
FL,ST PETERSBURG TIMES,108550,1960,.713947706054564,5
FL,ST PETERSBURG TIMES,108550,1962,.7190942764797291,2
FL,ST PETERSBURG TIMES,108550,1964,.7242408469048941,3
FL,ST PETERSBURG TIMES,108550,1966,.7293874173300587,3
FL,ST PETERSBURG TIMES,108550,1968,.7345339877552238,9
FL,ST PETERSBURG TIMES,108550,1970,.7396805581803888,8
FL,ST PETERSBURG TIMES,108550,1972,.7448271286055539,6
FL,ST PETERSBURG TIMES,108550,1974,.749973699030719,9
FL,ST PETERSBURG TIMES,108550,1976,.7551202694558836,6
FL,ST PETERSBURG TIMES,108550,1978,.7602668398810486,5
FL,ST PETERSBURG TIMES,108550,1980,.7654134103062137,5
FL,ST PETERSBURG TIMES,108550,1982,.7705599807313788,9
FL,ST PETERSBURG TIMES,108550,1984,.7757065511565439,1
FL,ST PETERSBURG TIMES,108550,1986,.7808531215817088,11
FL,ST PETERSBURG TIMES,108550,1988,.7859996920068735,6
FL,ST PETERSBURG TIMES,108550,1990,.7911462624320386,8
FL,ST PETERSBURG TIMES,108550,1992,.7962928328572036,5
FL,ST PETERSBURG TIMES,108550,1994,.8014394032823686,10
FL,ST PETERSBURG TIMES,108550,1996,.8065859737075337,6
FL,ST PETERSBURG TIMES,108550,1998,.8117325441326984,9
FL,ST PETERSBURG TIMES,108550,2000,.8168791145578633,21
FL,ST PETERSBURG TIMES,108550,2002,.8220256849830284,5
FL,ST PETERSBURG TIMES,108550,2004,.8271722554081935,5
FL,ST PETERSBURG TIMES,108550,2006,.8323188258333586,8
FL,ST PETERSBURG TIMES,108550,2008,.8374653962585231,1
FL,SARASOTA HERALD TRIBUNE,108600,1980,-1.021207856799288,1
FL,SARASOTA HERALD TRIBUNE,108600,1984,-.6432038352146103,1
FL,SARASOTA HERALD TRIBUNE,108600,1988,-.2651998136299332,2
FL,SARASOTA HERALD TRIBUNE,108600,1992,.1128042079547443,1
FL,SARASOTA HERALD TRIBUNE,108600,1996,.4908082295394215,1
FL,SARASOTA HERALD TRIBUNE,108600,1998,.6798102403317603,7
FL,SARASOTA HERALD TRIBUNE,108600,2000,.868812251124099,1
FL,SARASOTA HERALD TRIBUNE,108600,2004,1.246816272708777,2
FL,SARASOTA HERALD TRIBUNE,108600,2006,1.435818283501114,3
FL,SARASOTA HERALD TRIBUNE,108600,2008,1.624820294293453,1
FL,TALLAHASSEE DEMOCRAT,108650,1974,1.101963225177032,6
FL,TALLAHASSEE DEMOCRAT,108650,1976,1.070298965351098,1
FL,TALLAHASSEE DEMOCRAT,108650,1978,1.038634705525164,1
FL,TALLAHASSEE DEMOCRAT,108650,1986,.9119776662214267,2
FL,TALLAHASSEE DEMOCRAT,108650,1988,.8803134063954926,2
FL,TALLAHASSEE DEMOCRAT,108650,1990,.8486491465695579,1
FL,TALLAHASSEE DEMOCRAT,108650,1998,.7219921072658205,7
FL,TALLAHASSEE DEMOCRAT,108650,2002,.6586635876139518,3
FL,TALLAHASSEE DEMOCRAT,108650,2004,.6269993277880176,1
FL,TALLAHASSEE DEMOCRAT,108650,2006,.595335067962083,5
FL,TAMPA TRIBUNE,108700,1956,.7559460589447208,1
FL,TAMPA TRIBUNE,108700,1960,.6667057854668867,1
FL,TAMPA TRIBUNE,108700,1962,.6220856487279699,2
FL,TAMPA TRIBUNE,108700,1964,.5774655119890527,2
FL,TAMPA TRIBUNE,108700,1966,.5328453752501359,3
FL,TAMPA TRIBUNE,108700,1968,.4882252385112186,7
FL,TAMPA TRIBUNE,108700,1970,.4436051017723018,8
FL,TAMPA TRIBUNE,108700,1972,.3989849650333846,3
FL,TAMPA TRIBUNE,108700,1974,.3543648282944674,6
FL,TAMPA TRIBUNE,108700,1976,.3097446915555506,6
FL,TAMPA TRIBUNE,108700,1978,.2651245548166333,3
FL,TAMPA TRIBUNE,108700,1980,.2205044180777165,2
FL,TAMPA TRIBUNE,108700,1982,.1758842813387993,5
FL,TAMPA TRIBUNE,108700,1984,.1312641445998825,1
FL,TAMPA TRIBUNE,108700,1986,.0866440078609653,8
FL,TAMPA TRIBUNE,108700,1988,.042023871122048,6
FL,TAMPA TRIBUNE,108700,1990,-.0025962656168688,9
FL,TAMPA TRIBUNE,108700,1992,-.0472164023557858,5
FL,TAMPA TRIBUNE,108700,1994,-.0918365390947028,10
FL,TAMPA TRIBUNE,108700,1996,-.1364566758336198,7
FL,TAMPA TRIBUNE,108700,1998,-.1810768125725369,9
FL,TAMPA TRIBUNE,108700,2000,-.2256969493114539,18
FL,TAMPA TRIBUNE,108700,2002,-.2703170860503709,6
FL,TAMPA TRIBUNE,108700,2004,-.3149372227892882,8
FL,TAMPA TRIBUNE,108700,2006,-.3595573595282052,10
FL,TAMPA TRIBUNE,108700,2008,-.4041774962671222,3
FL,TAMPA TRIBUNE,108700,2010,-.4487976330060392,11
FL,TAMPA TRIBUNE,108700,2012,-.4934177697449562,3
FL,TAMPA TRIBUNE,108700,2014,-.5380379064838732,9
FL,TAMPA DAILY TIMES,108701,1960,.2178385239742225,5
FL,TAMPA DAILY TIMES,108701,1962,.2803035535485704,2
FL,TAMPA DAILY TIMES,108701,1964,.3427685831229187,3
FL,TAMPA DAILY TIMES,108701,1966,.405233612697267,3
FL,TAMPA DAILY TIMES,108701,1968,.4676986422716154,6
FL,TAMPA DAILY TIMES,108701,1970,.5301636718459637,8
FL,TAMPA DAILY TIMES,108701,1972,.592628701420312,4
FL,TAMPA DAILY TIMES,108701,1974,.6550937309946604,7
FL,TAMPA DAILY TIMES,108701,1976,.7175587605690082,5
FL,TAMPA DAILY TIMES,108701,1978,.7800237901433565,4
FL,TAMPA DAILY TIMES,108701,1980,.8424888197177048,4
FL,TAMPA DAILY TIMES,108701,1984,.9674188788664015,1
FL,TAMPA DAILY TIMES,108701,1988,1.092348938015098,1
FL,TAMPA DAILY TIMES,108701,1992,1.217278997163794,1
FL,TAMPA DAILY TIMES,108701,1996,1.342209056312491,1
FL,TAMPA DAILY TIMES,108701,2000,1.467139115461187,1
FL,TAMPA DAILY TIMES,108701,2004,1.592069174609884,1
FL,TAMPA DAILY TIMES,108701,2016,1.966859352055974,1
FL,TAMPA DAILY TIMES,108701,2020,2.09178941120467,1
FL,PALM BEACH POST,108850,1974,1.016325025401889,2
FL,PALM BEACH POST,108850,1980,1.032079750951686,1
FL,PALM BEACH POST,108850,1984,1.042582901318218,1
FL,PALM BEACH POST,108850,1986,1.047834476501484,2
FL,PALM BEACH POST,108850,1988,1.05308605168475,2
FL,PALM BEACH POST,108850,1990,1.058337626868016,6
FL,PALM BEACH POST,108850,1992,1.063589202051282,6
FL,PALM BEACH POST,108850,1994,1.068840777234548,9
FL,PALM BEACH POST,108850,1996,1.074092352417814,4
FL,PALM BEACH POST,108850,1998,1.07934392760108,7
FL,PALM BEACH POST,108850,2000,1.084595502784346,7
FL,PALM BEACH POST,108850,2002,1.089847077967611,11
FL,PALM BEACH POST,108850,2004,1.095098653150878,5
FL,PALM BEACH POST,108850,2006,1.100350228334144,7
FL,PALM BEACH POST,108850,2008,1.105601803517409,6
FL,PALM BEACH POST,108850,2010,1.110853378700675,8
FL,PALM BEACH POST,108850,2012,1.116104953883941,6
FL,PALM BEACH POST,108850,2014,1.121356529067207,10
FL,PALM BEACH POST,108850,2016,1.126608104250473,5
FL,PALM BEACH POST,108850,2020,1.137111254617005,1
FL,CLEARWATER SUN,600018,1964,1.02818675069724,2
FL,CLEARWATER SUN,600018,1966,.8978557054122324,1
FL,CLEARWATER SUN,600018,1968,.7675246601272246,2
FL,CLEARWATER SUN,600018,1970,.6371936148422174,2
FL,CLEARWATER SUN,600018,1972,.5068625695572101,1
FL,CLEARWATER SUN,600018,1974,.3765315242722024,1
FL,CLEARWATER SUN,600018,1980,-.0144616115828196,1
FL,CLEARWATER SUN,600018,1984,-.2751237021528344,1
FL,CLEARWATER SUN,600018,1986,-.405454747437842,1
FL,CLEARWATER SUN,600018,1988,-.5357857927228493,2
GA,ATLANTA JOURNAL AND CONSTITUTION,109050,2002,.0505805221637377,14
GA,ATLANTA JOURNAL AND CONSTITUTION,109050,2004,.6374643346785881,2
GA,ATLANTA JOURNAL AND CONSTITUTION,109050,2006,1.224348147193439,14
GA,ATLANTA JOURNAL AND CONSTITUTION,109050,2008,1.811231959708287,1
GA,ATLANTA CONSTITUTION,109051,1952,3.395536913536294,1
GA,ATLANTA CONSTITUTION,109051,1956,3.174335225606786,1
GA,ATLANTA CONSTITUTION,109051,1960,2.953133537677278,1
GA,ATLANTA CONSTITUTION,109051,1964,2.731931849747771,1
GA,ATLANTA CONSTITUTION,109051,1968,2.510730161818265,1
GA,ATLANTA CONSTITUTION,109051,1972,2.289528473888757,1
GA,ATLANTA CONSTITUTION,109051,1976,2.06832678595925,1
GA,ATLANTA CONSTITUTION,109051,1980,1.847125098029743,1
GA,ATLANTA CONSTITUTION,109051,1984,1.625923410100236,3
GA,ATLANTA CONSTITUTION,109051,1988,1.404721722170728,3
GA,ATLANTA CONSTITUTION,109051,1990,1.294120878205975,2
GA,ATLANTA CONSTITUTION,109051,1992,1.183520034241221,1
GA,ATLANTA CONSTITUTION,109051,1994,1.072919190276467,8
GA,ATLANTA CONSTITUTION,109051,1996,.9623183463117138,6
GA,ATLANTA CONSTITUTION,109051,1998,.8517175023469604,13
GA,ATLANTA CONSTITUTION,109051,2000,.7411166583822068,7
GA,ATLANTA JOURNAL,109052,1952,3.626799648918221,1
GA,ATLANTA JOURNAL,109052,1956,3.135947934013705,1
GA,ATLANTA JOURNAL,109052,1960,2.645096219109191,1
GA,ATLANTA JOURNAL,109052,1968,1.66339278930016,1
GA,ATLANTA JOURNAL,109052,1972,1.172541074395645,1
GA,ATLANTA JOURNAL,109052,1976,.6816893594911296,1
GA,ATLANTA JOURNAL,109052,1980,.1908376445866147,1
GA,ATLANTA JOURNAL,109052,1984,-.3000140703179002,1
GA,ATLANTA JOURNAL,109052,1988,-.7908657852224155,1
GA,ATLANTA JOURNAL,109052,1992,-1.281717500126931,1
GA,ATLANTA JOURNAL,109052,1996,-1.772569215031446,1
GA,ATLANTA JOURNAL,109052,2000,-2.263420929935962,1
GA,AUGUSTA CHRONICLE,109100,1996,-.2892979011676953,4
GA,AUGUSTA CHRONICLE,109100,1998,-.5278778766890552,11
GA,AUGUSTA CHRONICLE,109100,2000,-.7664578522104151,4
GA,AUGUSTA CHRONICLE,109100,2002,-1.005037827731775,10
GA,AUGUSTA CHRONICLE,109100,2004,-1.243617803253136,2
GA,AUGUSTA CHRONICLE,109100,2006,-1.482197778774495,9
GA,AUGUSTA CHRONICLE,109100,2008,-1.720777754295855,1
GA,AUGUSTA CHRONICLE,109100,2012,-2.197937705338575,1
GA,COLUMBUS LEDGER ENQUIRER,109150,1992,1.454152609152998,1
GA,COLUMBUS LEDGER ENQUIRER,109150,1994,1.298490522638996,6
GA,COLUMBUS LEDGER ENQUIRER,109150,1996,1.142828436124994,5
GA,COLUMBUS LEDGER ENQUIRER,109150,1998,.9871663496109915,8
GA,COLUMBUS LEDGER ENQUIRER,109150,2000,.8315042630969889,1
GA,COLUMBUS LEDGER ENQUIRER,109150,2002,.6758421765829872,8
GA,COLUMBUS LEDGER ENQUIRER,109150,2004,.5201800900689841,1
GA,COLUMBUS LEDGER ENQUIRER,109150,2006,.364518003554982,3
GA,COLUMBUS LEDGER ENQUIRER,109150,2008,.2088559170409799,1
GA,COLUMBUS LEDGER ENQUIRER,109150,2012,-.1024682559870244,1
GA,COLUMBUS LEDGER ENQUIRER,109150,2014,-.2581303425010266,3
GA,COLUMBUS LEDGER ENQUIRER,109150,2016,-.4137924290150287,1
GA,MACON TELEGRAPH AND NEWS,109250,1984,.6191488574369917,1
GA,MACON TELEGRAPH AND NEWS,109250,1996,.4996065389841716,2
GA,MACON TELEGRAPH AND NEWS,109250,1998,.4796828192420347,12
GA,MACON TELEGRAPH AND NEWS,109250,2000,.4597590994998981,7
GA,MACON TELEGRAPH AND NEWS,109250,2002,.4398353797577616,9
GA,MACON TELEGRAPH AND NEWS,109250,2004,.4199116600156246,1
GA,MACON TELEGRAPH AND NEWS,109250,2006,.3999879402734881,6
GA,MACON TELEGRAPH AND NEWS,109250,2008,.3800642205313516,1
GA,MACON TELEGRAPH,109250,2010,.3601405007892146,1
GA,MACON TELEGRAPH,109250,2012,.3402167810470781,1
GA,MACON TELEGRAPH,109250,2014,.3202930613049416,3
GA,SAVANNAH MORNING NEWS,109450,1952,-1.129693131744862,1
GA,SAVANNAH MORNING NEWS,109450,1956,-1.099709183735782,1
GA,SAVANNAH MORNING NEWS,109450,1960,-1.069725235726702,1
GA,SAVANNAH MORNING NEWS,109450,1964,-1.039741287717623,1
GA,SAVANNAH MORNING NEWS,109450,1968,-1.009757339708543,1
GA,SAVANNAH MORNING NEWS,109450,1976,-.9497894436903837,1
GA,SAVANNAH MORNING NEWS,109450,1980,-.9198054956813041,1
GA,SAVANNAH MORNING NEWS,109450,1988,-.8598375996631448,1
GA,SAVANNAH MORNING NEWS,109450,1992,-.8298536516540652,1
GA,SAVANNAH MORNING NEWS,109450,1996,-.7998697036449853,5
GA,SAVANNAH MORNING NEWS,109450,1998,-.7848777296404457,10
GA,SAVANNAH MORNING NEWS,109450,2000,-.7698857556359057,1
GA,SAVANNAH MORNING NEWS,109450,2004,-.739901807626826,1
GA,SAVANNAH MORNING NEWS,109450,2006,-.7249098336222863,11
GA,SAVANNAH MORNING NEWS,109450,2008,-.7099178596177464,1
GA,SAVANNAH MORNING NEWS,109450,2012,-.6799339116086668,1
HI,HONOLULU ADVERTISER,109600,1952,.2593617666284696,1
HI,HONOLULU ADVERTISER,109600,1960,.5993234851660356,1
HI,HONOLULU ADVERTISER,109600,1964,.7693043444348187,1
HI,HONOLULU ADVERTISER,109600,1968,.9392852037036017,2
HI,HONOLULU ADVERTISER,109600,1970,1.024275633337993,2
HI,HONOLULU ADVERTISER,109600,1980,1.449227781509951,1
HI,HONOLULU ADVERTISER,109600,1982,1.534218211144343,2
HI,HONOLULU ADVERTISER,109600,1986,1.704199070413126,5
HI,HONOLULU ADVERTISER,109600,1990,1.874179929681909,1
HI,HONOLULU ADVERTISER,109600,1996,2.129151218585083,1
HI,HONOLULU ADVERTISER,109600,2000,2.299132077853867,1
HI,HONOLULU ADVERTISER,109600,2002,2.384122507488258,2
HI,HONOLULU ADVERTISER,109600,2004,2.469112937122649,1
HI,HONOLULU ADVERTISER,109600,2008,2.639093796391432,2
HI,HONOLULU STAR BULLETIN,109601,1952,-.6964535616902965,1
HI,HONOLULU STAR BULLETIN,109601,1960,-.2520972276204172,1
HI,HONOLULU STAR BULLETIN,109601,1968,.1922591064494626,1
HI,HONOLULU STAR BULLETIN,109601,1970,.303348189966932,3
HI,HONOLULU STAR BULLETIN,109601,1972,.4144372734844023,1
HI,HONOLULU STAR BULLETIN,109601,1980,.8587936075542816,1
HI,HONOLULU STAR BULLETIN,109601,1982,.9698826910717515,2
HI,HONOLULU STAR BULLETIN,109601,1984,1.080971774589221,1
HI,HONOLULU STAR BULLETIN,109601,1986,1.192060858106691,2
HI,HONOLULU STAR BULLETIN,109601,1988,1.303149941624161,1
HI,HONOLULU STAR BULLETIN,109601,1990,1.414239025141631,1
HI,HONOLULU STAR BULLETIN,109601,1992,1.525328108659101,1
HI,HONOLULU STAR BULLETIN,109601,1996,1.74750627569404,1
HI,HONOLULU STAR BULLETIN,109601,2000,1.96968444272898,1
HI,HONOLULU STAR BULLETIN,109601,2002,2.08077352624645,2
HI,HONOLULU STAR BULLETIN,109601,2004,2.19186260976392,1
HI,HONOLULU STAR BULLETIN,109601,2008,2.41404077679886,2
IA,ROCK ISLAND ARGUS,112450,1956,-.6643270340366059,1
IA,ROCK ISLAND ARGUS,112450,1960,-.6566354933307657,3
IA,ROCK ISLAND ARGUS,112450,1962,-.6527897229778455,2
IA,ROCK ISLAND ARGUS,112450,1964,-.6489439526249255,6
IA,ROCK ISLAND ARGUS,112450,1966,-.6450981822720052,3
IA,ROCK ISLAND ARGUS,112450,1968,-.6412524119190851,6
IA,ROCK ISLAND ARGUS,112450,1970,-.637406641566165,2
IA,ROCK ISLAND ARGUS,112450,1972,-.6335608712132449,6
IA,ROCK ISLAND ARGUS,112450,1974,-.6297151008603249,2
IA,ROCK ISLAND ARGUS,112450,1976,-.6258693305074046,6
IA,ROCK ISLAND ARGUS,112450,1978,-.6220235601544845,2
IA,ROCK ISLAND ARGUS,112450,1980,-.6181777898015643,8
IA,ROCK ISLAND ARGUS,112450,1982,-.6143320194486444,10
IA,ROCK ISLAND ARGUS,112450,1984,-.610486249095724,3
IA,ROCK ISLAND ARGUS,112450,1986,-.6066404787428039,5
IA,ROCK ISLAND ARGUS,112450,1988,-.6027947083898838,3
IA,ROCK ISLAND ARGUS,112450,1990,-.5989489380369638,7
IA,ROCK ISLAND ARGUS,112450,2000,-.5797200862723632,1
IA,ROCK ISLAND ARGUS,112450,2004,-.5720285455665227,1
IA,CEDAR RAPIDS GAZETTE,114900,1952,-.5256376989698213,1
IA,CEDAR RAPIDS GAZETTE,114900,1956,-.5312164821091362,1
IA,CEDAR RAPIDS GAZETTE,114900,1960,-.536795265248451,1
IA,CEDAR RAPIDS GAZETTE,114900,1962,-.5395846568181085,1
IA,CEDAR RAPIDS GAZETTE,114900,1970,-.5507422230967383,1
IA,CEDAR RAPIDS GAZETTE,114900,1972,-.5535316146663957,2
IA,CEDAR RAPIDS GAZETTE,114900,1974,-.5563210062360532,2
IA,CEDAR RAPIDS GAZETTE,114900,1976,-.5591103978057105,2
IA,CEDAR RAPIDS GAZETTE,114900,1978,-.561899789375368,3
IA,CEDAR RAPIDS GAZETTE,114900,1980,-.5646891809450253,3
IA,CEDAR RAPIDS GAZETTE,114900,1982,-.5674785725146829,1
IA,CEDAR RAPIDS GAZETTE,114900,1984,-.5702679640843402,5
IA,CEDAR RAPIDS GAZETTE,114900,1986,-.5730573556539977,2
IA,CEDAR RAPIDS GAZETTE,114900,1988,-.575846747223655,1
IA,CEDAR RAPIDS GAZETTE,114900,1990,-.5786361387933127,4
IA,CEDAR RAPIDS GAZETTE,114900,1992,-.58142553036297,1
IA,CEDAR RAPIDS GAZETTE,114900,1994,-.5842149219326275,2
IA,CEDAR RAPIDS GAZETTE,114900,1996,-.5870043135022848,1
IA,CEDAR RAPIDS GAZETTE,114900,1998,-.5897937050719424,3
IA,CEDAR RAPIDS GAZETTE,114900,2000,-.5925830966415997,3
IA,CEDAR RAPIDS GAZETTE,114900,2002,-.5953724882112572,5
IA,CEDAR RAPIDS GAZETTE,114900,2004,-.5981618797809145,3
IA,CEDAR RAPIDS GAZETTE,114900,2006,-.600951271350572,6
IA,CEDAR RAPIDS GAZETTE,114900,2010,-.6065300544898869,1
IA,DAVENPORT QUAD CITY TIMES,115100,1952,-.3504736660770376,1
IA,DAVENPORT QUAD CITY TIMES,115100,1956,-.3124722538969898,1
IA,DAVENPORT QUAD CITY TIMES,115100,1960,-.2744708417169421,2
IA,DAVENPORT QUAD CITY TIMES,115100,1962,-.2554701356269182,1
IA,DAVENPORT QUAD CITY TIMES,115100,1966,-.2174687234468704,1
IA,DAVENPORT QUAD CITY TIMES,115100,1970,-.1794673112668226,1
IA,DAVENPORT QUAD CITY TIMES,115100,1972,-.1604666051767988,2
IA,DAVENPORT QUAD CITY TIMES,115100,1980,-.0844637808167032,6
IA,DAVENPORT QUAD CITY TIMES,115100,1984,-.0464623686366555,1
